#Company,Price,Volume,YTD Change,Volume*Price,Total employee,Date
A388,17853.2404,6.015789261,64.0940%,107401.3319,63,1/24/2024
A389,109003.1375,84.04965337,57.2532%,9161675.923,7,1/25/2024
A390,88742.56662,97.319612,45.7082%,8636392.151,12,1/26/2024
A391,100340.4495,56.07349012,37.9106%,5626439.202,72,1/27/2024
A392,82623.63653,22.54099221,15.2556%,1862418.747,97,1/28/2024
A393,84549.15815,21.04734291,41.6101%,1779535.125,30,1/29/2024
A394,100237.5294,72.89835367,63.0769%,7307150.871,24,1/30/2024
A395,88932.26477,8.975183014,55.0675%,798183.3521,6,1/31/2024
A396,52670.01558,78.39828268,19.6076%,4129238.77,12,2/1/2024
A397,52809.58989,74.42871096,51.5041%,3930549.702,52,2/2/2024
A398,36891.1306,65.90358466,8.3928%,2431257.749,68,2/3/2024
A399,102797.9078,32.82728092,30.4649%,3374575.798,47,2/4/2024
A400,64663.27941,0.939132528,53.8340%,60727.38906,44,2/5/2024
A401,11930.45788,71.43070316,1.4953%,852200.9952,73,2/6/2024
A402,85044.24361,12.6594541,51.9571%,1076613.699,7,2/7/2024
A403,68277.68885,26.85899434,79.5783%,1833870.059,29,2/8/2024
A404,27712.46318,51.11873092,95.9024%,1416625.949,88,2/9/2024
A405,100544.1938,98.13642524,2.4562%,9867047.755,49,2/10/2024
A406,41792.09424,32.98569736,96.3462%,1378541.373,89,2/11/2024
A407,114602.7535,19.25574925,80.2073%,2206761.884,34,2/12/2024
A408,80732.25904,51.67826379,52.5495%,4172102.979,8,2/13/2024
A409,66046.55024,19.76591814,3.7033%,1305470.706,25,2/14/2024
A410,40028.48724,56.29761693,76.4199%,2253508.441,20,2/15/2024
A411,39745.75815,90.90551725,97.6434%,3613108.703,34,2/16/2024
A412,88069.79342,73.52469407,24.9456%,6475304.618,31,2/17/2024
A413,9047.976308,5.342402714,29.9729%,48337.93319,27,2/18/2024
A414,51361.6743,64.28234003,74.9551%,3301648.612,77,2/19/2024
A415,68967.60342,61.21584946,53.5810%,4221910.429,27,2/20/2024
A416,50656.62108,61.2495473,13.3863%,3102695.109,29,2/21/2024
A417,82366.19226,98.03306018,41.6550%,8074609.882,84,2/22/2024
A418,103966.282,22.67400873,50.1742%,2357332.385,70,2/23/2024
A419,53352.28553,20.02764739,51.9308%,1068520.762,11,2/24/2024
A420,104283.2238,24.65462796,78.5011%,2571064.086,55,2/25/2024
A421,13257.23437,42.04920459,52.3908%,557456.1604,98,2/26/2024
A422,54511.95098,83.39859547,83.6092%,4546220.148,0,2/27/2024
A423,14437.85965,60.26923137,99.1981%,870158.7039,20,2/28/2024
A424,90595.87588,64.83601473,85.0911%,5873875.544,52,2/29/2024
A425,85399.68018,54.02330827,65.0961%,4613573.249,5,3/1/2024
A426,20738.80687,33.67753352,29.6242%,698431.8636,71,3/2/2024
A427,39147.17065,18.15611445,44.6981%,710760.5105,16,3/3/2024
A428,63641.08159,93.03633227,1.8959%,5920932.813,80,3/4/2024
A429,6550.319233,80.27380483,50.1315%,525819.0477,63,3/5/2024
A430,33257.73795,87.20298305,39.4769%,2900173.959,99,3/6/2024
A431,108632.8814,52.11984519,19.5764%,5661928.963,93,3/7/2024
A432,105635.1488,76.07479523,60.6001%,8036172.312,28,3/8/2024
A433,50186.06495,40.59619722,85.5287%,2037363.391,70,3/9/2024
A434,15397.78012,47.36463832,41.8022%,729310.2864,37,3/10/2024
A435,74857.06485,47.27994473,2.0897%,3539237.889,71,3/11/2024
A436,57529.57039,32.02935455,59.0447%,1842635.007,91,3/12/2024
A437,51630.47146,44.24968814,13.1114%,2284632.261,48,3/13/2024
A438,5338.73384,40.25901707,35.3629%,214932.1768,67,3/14/2024
A439,10377.26575,18.96626336,8.4694%,196817.9552,25,3/15/2024
A440,67946.55564,4.955133748,6.8884%,336684.2709,25,3/16/2024
A441,76925.23424,99.84813223,69.8563%,7680840.96,84,3/17/2024
A442,91241.44026,25.74977294,58.5900%,2349446.369,91,3/18/2024
A443,83734.65254,71.72997327,33.6574%,6006284.389,29,3/19/2024
A444,74576.19298,87.80791437,89.8992%,6548379.967,62,3/20/2024
A445,60757.6384,26.2458863,1.9528%,1594638.069,11,3/21/2024
A446,53550.24985,7.154952169,33.7887%,383149.4764,32,3/22/2024
A447,93732.11286,73.87607353,10.9664%,6924560.462,99,3/23/2024
A448,49380.0699,56.95105423,67.8941%,2812247.038,20,3/24/2024
A449,37942.71023,98.86496215,23.2688%,3751204.611,4,3/25/2024
A450,33388.03528,94.60876156,19.2152%,3158800.668,82,3/26/2024
A451,94719.59463,58.91834285,60.6079%,5580721.551,37,3/27/2024
A452,84560.47886,1.674633658,9.2382%,141607.824,70,3/28/2024
A453,94390.6071,5.595585005,23.0596%,528170.6657,47,3/29/2024
A454,102967.0718,65.40766743,74.1140%,6734835.991,58,3/30/2024
A455,35352.15307,86.16310821,84.5187%,3046051.39,54,3/31/2024
A456,79715.20218,6.603209591,91.0783%,526376.1876,68,4/1/2024
A457,1845.41977,65.86010519,33.9115%,121539.5402,55,4/2/2024
A458,19919.21098,91.20343371,71.8579%,1816700.439,95,4/3/2024
A459,19897.33834,16.5685254,5.1789%,329669.5558,17,4/4/2024
A460,52047.33432,53.77768678,38.9008%,2798985.243,4,4/5/2024
A461,59670.77073,79.14156312,98.3060%,4722438.068,44,4/6/2024
A462,4515.840118,70.2972852,90.8092%,317451.3007,79,4/7/2024
A463,15978.89813,1.28992042,48.9851%,20611.50698,37,4/8/2024
A464,79685.01457,59.84553564,39.8744%,4768792.379,9,4/9/2024
A465,20194.03429,71.68990507,85.8387%,1447708.401,65,4/10/2024
A466,85465.28359,28.63487414,24.4616%,2447287.639,19,4/11/2024
A467,76205.79402,51.66083444,9.5837%,3936854.909,60,4/12/2024
A468,81851.96241,64.23080699,73.2209%,5257417.599,44,4/13/2024
A469,83998.25494,4.128298779,36.7261%,346769.8934,25,4/14/2024
A470,108937.4546,39.92290486,85.5043%,4349099.637,48,4/15/2024
A471,91068.89132,25.53088465,71.3812%,2325069.359,37,4/16/2024
A472,107283.5928,69.07546588,17.4721%,7410664.154,9,4/17/2024
A473,48098.1257,49.83844345,97.2988%,2397135.718,45,4/18/2024
A474,75012.6283,9.542515216,70.8728%,715809.147,3,4/19/2024
A475,64635.40377,68.7666858,19.1159%,4444762.502,0,4/20/2024
A476,25535.28548,14.76285916,20.3279%,376973.8232,36,4/21/2024
A477,43588.99694,63.54424644,5.4584%,2769829.963,79,4/22/2024
A478,62189.28513,13.14247592,18.0630%,817321.1823,86,4/23/2024
A479,98195.6098,17.48321054,34.3383%,1716774.52,83,4/24/2024
A480,43124.03615,30.3049829,14.5902%,1306873.178,34,4/25/2024
A481,82685.0042,32.81397183,93.2283%,2713223.399,96,4/26/2024
A482,3924.25101,41.94907326,67.2464%,164618.6931,56,4/27/2024
A483,8999.447535,50.66822876,80.1512%,455986.0664,90,4/28/2024
A484,43644.15067,75.29813115,13.1588%,3286322.981,46,4/29/2024
A485,36485.59894,70.08776432,26.5218%,2557194.06,23,4/30/2024
A486,33579.31817,79.71434834,95.2400%,2676753.465,80,5/1/2024
A487,80457.59136,24.87597105,1.2913%,2001460.713,10,5/2/2024
A488,13128.65169,52.94432527,37.0303%,695087.6056,52,5/3/2024
A489,117950.5875,89.92116692,20.7708%,10606254.47,19,5/4/2024
A490,103844.6557,6.511176602,77.8110%,676150.8925,19,5/5/2024
A491,2661.725997,96.38083385,25.3133%,256539.3711,74,5/6/2024
A492,3482.758045,27.14463535,94.8465%,94538.19715,53,5/7/2024
A493,87777.29557,29.2187833,74.9177%,2564745.778,77,5/8/2024
A494,22597.02885,9.135540228,28.9997%,206436.0661,72,5/9/2024
A495,122611.5587,20.41005019,24.3584%,2502508.066,96,5/10/2024
A496,84654.69107,29.9270459,81.3656%,2533464.825,5,5/11/2024
A497,112115.4663,45.52216028,13.5309%,5103738.229,33,5/12/2024
A498,83648.91379,9.072370636,84.1721%,758893.9492,23,5/13/2024
A499,16312.19694,67.02289774,42.0495%,1093290.708,73,5/14/2024
A500,114332.7562,25.28121167,24.9435%,2890470.61,33,5/15/2024
